timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-03-15T12:11:25,EfficientNet_CIFAR100_Kaggle,69d52824-6d91-4789-addf-588439642626,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,10057.95442,0.103259267,1.03E-05,42.5,62.39643991,11.75644112,0.118665217,0.210187784,0.032820957,0.361673957,United States,USA,south carolina,,,Linux-6.6.56+-x86_64-with-glibc2.35,3.10.12,2.8.3,4,Intel(R) Xeon(R) CPU @ 2.00GHz,2,2 x Tesla T4,-79.9746,32.8608,31.35050964,machine,N,1
